Rk,Player,Nation,Pos,Squad,Born,Min,CrdY,Ast,G-PK,xG,xA,npxG,npxG+xA,Sh/90,SoT/90,G/SoT,TotCmp%,TotDist,PrgDist,ShortCmp%,MedCmp%,LongCmp%,Prog,Live,Dead,TB,Press,Sw,Crs,Ground,Low,High,Left,Right
1,Brenden Aaronson\Brenden-Aaronson,us USA,MFFW,Philadelphia,2000,1706,3,0.05,0.16,0.19,0.11,0.19,0.31,1.85,0.47,0.33,77.9,7391,1578,36.4,84.2,51.6,58,594,39,5,130,21,39,507,63,63,57,544
2,Saad Abdul-Salaam\Saad-Abdul-Salaam,us USA,DF,Seattle,1991,1067,2,0,0,0.01,0.06,0.01,0.08,0.17,0,,79.7,8699,3225,0,87.2,67.1,54,449,102,1,83,12,8,362,83,106,85,334
3,Lalas Abubakar\Lalas-Abubakar,gh GHA,DF,Columbus,1994,90,0,0,0,0.12,0,0.12,0.12,2,1,0,94.3,1170,447,,90.3,100,6,52,1,0,5,1,0,46,5,2,3,46
4,Lalas Abubakar\Lalas-Abubakar,gh GHA,DF,Colorado,1994,1980,7,0,0,0.05,0,0.05,0.06,0.55,0.18,0,85.6,13322,5222,41.7,92.2,78.1,35,663,18,0,69,27,0,455,83,143,34,584
5,David Accam\David-Accam,gh GHA,FWMF,Columbus,1990,667,1,0.13,0.27,0.16,0.13,0.16,0.3,2.02,0.81,0.33,73.9,1823,472,25,85.5,43.8,19,146,11,1,33,5,7,106,30,21,21,117
6,David Accam\David-Accam,gh GHA,FW,Philadelphia,1990,338,0,0.53,1.07,0.59,0.06,0.59,0.64,2.93,1.86,0.57,77.6,882,240,40,88.5,30,6,75,1,0,17,1,2,56,16,4,11,61
7,Bryan Acosta\Bryan-Acosta,hn HON,MF,FC Dallas,1993,2073,12,0.04,0.09,0.09,0.1,0.09,0.19,2.21,0.48,0.18,85.3,31718,8013,31,92.5,75.9,131,1506,145,6,252,110,48,1143,169,339,187,1380
8,Danilo Acosta\Danilo-Acosta,us USA,DF,Orlando City,1997,667,1,0,0,0.01,0.05,0.01,0.06,0.13,0,,70.2,4612,1657,23.1,82.9,47.1,31,285,64,0,48,9,25,201,53,95,264,16
9,Kellyn Acosta\Kellyn-Acosta,us USA,MF,Colorado,1995,2615,10,0.03,0.07,0.05,0.08,0.05,0.13,1.17,0.45,0.15,80.6,15206,4609,33.3,86.6,68.7,108,960,55,3,171,25,37,709,160,146,306,651
10,Luciano Acosta\Luciano-Acosta,ar ARG,MFFW,D.C. United,1994,2122,0,0.04,0.25,0.19,0.12,0.19,0.31,2.42,0.72,0.35,74.3,18120,5937,24.5,81.9,60,163,1273,83,12,259,65,72,938,182,236,234,1063
11,Mo Adams\Mo-Adams,eng ENG,DFMF,Atlanta,1996,93,1,0,0.97,0.15,0.1,0.15,0.25,1.94,1.94,0.5,86.4,966,387,0,91.5,88.9,9,55,4,0,6,0,1,43,11,5,7,47
12,Mo Adams\Mo-Adams,eng ENG,MF,Chicago,1996,487,4,0,0,0.01,0.07,0.01,0.08,0.18,0,,85.7,2681,651,57.1,91.1,65.6,11,190,6,0,30,1,1,154,17,25,22,166
13,Fanendo Adi\Fanendo-Adi,ng NGA,FW,FC Cincinnati,1990,700,1,0,0.13,0.42,0.01,0.42,0.43,2.7,0.64,0.2,75,1860,235,62.5,76.2,72.7,9,137,23,0,39,4,2,97,32,31,23,100
14,Ali Adnan Kadhim\Ali-Adnan-Kadhim,iq IRQ,DF,Vancouver,1993,2410,6,0.11,0.04,0.09,0.07,0.06,0.13,1.42,0.49,0.08,76,21003,8125,16.7,86.6,55.1,178,1184,269,2,188,42,88,816,298,339,896,247
15,François Affolter\Francois-Affolter,ch SUI,DF,San Jose,1991,90,0,0,0,0,0,0,0,0,0,,94.4,1168,350,0,97.1,94.4,3,52,2,0,6,4,0,43,5,6,14,36
16,Harrison Afful\Harrison-Afful,gh GHA,DF,Columbus,1986,1903,3,0.09,0,0.04,0.07,0.04,0.11,0.85,0.43,0,78.6,17393,7194,30.4,87.2,59.6,136,976,209,3,159,21,48,653,288,244,168,777
17,Juan Agudelo\Juan-Agudelo,us USA,MFFW,New England,1992,1954,7,0.05,0.14,0.18,0.1,0.16,0.26,1.52,0.41,0.33,79.4,10352,2702,38.9,82.9,72.6,70,772,26,6,181,12,8,561,122,115,84,649
18,Tesho Akindele\Tesho-Akindele,ca CAN,FW,Orlando City,1992,1875,1,0.05,0.48,0.42,0.08,0.42,0.5,2.06,0.96,0.5,78.7,6920,1153,39.1,82.7,63.8,48,548,25,2,147,14,4,390,100,83,75,424
19,Ayo Akinola\Ayo-Akinola,us USA,FWMF,Toronto FC,2000,257,1,0,0.35,0.44,0.03,0.44,0.47,2.8,1.05,0.33,85,827,109,66.7,89.1,72.7,5,56,4,0,18,2,1,45,10,5,11,44
20,Fatai Alashe\Fatai-Alashe,us USA,MFDF,FC Cincinnati,1993,438,2,0,0.21,0.1,0,0.1,0.11,1.64,1.03,0.2,81.9,1853,527,0,88.5,59.1,14,131,7,0,15,1,0,98,22,18,16,106
21,Nazmi Albadawi\Nazmi-Albadawi,ps PLE,MF,FC Cincinnati,1991,10,0,0,0,0,0,0,0,0,0,,57.1,54,0,,57.1,,0,6,1,0,3,0,0,5,2,0,1,6
22,Romain Alessandrini\Romain-Alessandrini,fr FRA,FW,LA Galaxy,1989,277,1,0,0,0.15,0.1,0.15,0.26,2.6,0.97,0,70.5,2238,744,53.8,80.6,45.7,21,163,30,0,28,13,36,124,28,41,155,25
23,Eric Alexander\Eric-Alexander,us USA,MFFW,FC Cincinnati,1988,313,0,0.29,0,0,0.07,0,0.07,0,0,,86.3,2254,605,33.3,89,83.3,20,135,4,2,21,3,1,105,19,15,20,114
24,Osvaldo Alonso\Osvaldo-Alonso,cu CUB,MF,Minnesota,1985,2365,4,0,0.08,0.02,0.04,0.02,0.06,0.46,0.11,0.67,92.2,27780,8235,52.4,94.3,88,163,1430,67,2,191,68,7,1195,160,142,192,1242
25,Jozy Altidore\Jozy-Altidore,us USA,FW,Toronto FC,1989,1688,4,0.27,0.59,0.46,0.15,0.46,0.62,2.72,1.28,0.46,77.5,6601,1110,24,81.3,76.4,51,466,23,2,110,15,5,297,113,79,64,356
26,Efrain Alvarez\Efrain-Alvarez,mx MEX,MFFW,LA Galaxy,2002,523,2,0.52,0,0.1,0.15,0.1,0.26,1.89,0.86,0,73,3846,1291,50,86,50,42,242,28,3,29,26,34,159,34,77,245,19
27,Fabio Álvarez\Fabio-Alvarez,ar ARG,MFFW,LA Galaxy,1993,1260,5,0.29,0.21,0.18,0.15,0.18,0.33,2.36,0.93,0.23,81.7,9563,1988,50,86.1,69.6,52,670,9,3,128,13,5,491,103,85,97,548
28,Quincy Amarikwa\Quincy-Amarikwa,us USA,FW,D.C. United,1987,429,3,0,0.21,0.26,0.12,0.26,0.38,2.73,0.63,0.33,66.1,1065,246,33.3,71.3,53.8,13,101,8,2,32,1,1,54,24,31,14,55
29,Frankie Amaya\Frankie-Amaya,us USA,MF,FC Cincinnati,2000,1238,2,0,0,0.04,0.12,0.04,0.16,1.16,0.36,0,85.1,9064,2233,50,92.9,66.2,55,508,63,1,94,31,35,406,64,101,70,478
30,Mikey Ambrose\Mikey-Ambrose,us USA,DF,Atlanta,1993,266,2,0,0,0,0.03,0,0.03,0,0,,73.8,2081,794,12.5,85.6,50,23,135,29,0,25,1,6,85,49,30,113,11
31,Michael Amir Murillo\Michael-Amir-Murillo,pa PAN,DF,NY Red Bulls,1996,1696,6,0.16,0.05,0.02,0.1,0.02,0.12,0.64,0.11,0.5,68.6,10809,6235,21.3,79.4,42.9,180,733,243,1,190,13,52,469,230,277,43,631
32,Sebastian Anderson\Sebastian-Anderson,us USA,DFFW,Colorado,2002,314,1,0,0.29,0.01,0.03,0.01,0.04,0.29,0,,58.1,1298,514,33.3,73,24.3,15,106,23,0,16,1,12,45,34,50,9,79
33,Jalil Anibaba\Jalil-Anibaba,us USA,DF,New England,1988,1764,4,0,0.05,0.02,0.01,0.02,0.03,0.26,0.1,0.5,73.1,10383,4453,30.8,86.7,59.8,63,543,49,0,61,28,9,291,106,195,180,313
34,Uriel Antuna\Uriel-Antuna,mx MEX,FWMF,LA Galaxy,1997,2413,1,0.19,0.22,0.33,0.16,0.33,0.49,1.68,0.63,0.35,77.6,10077,2339,37.9,84.8,58.1,79,749,27,1,154,40,99,493,119,164,78,641
35,Pablo Aránguiz\Pablo-Aranguiz,cl CHI,MFFW,FC Dallas,1997,561,0,0,0,0.18,0.06,0.18,0.24,1.76,0.32,0,75.9,4229,1135,37.5,83.1,56.3,33,297,18,2,64,5,17,216,51,48,45,254
36,Julian Araujo\Julian-Araujo,us USA,DFFW,LA Galaxy,2001,895,3,0.1,0,0.05,0.06,0.05,0.11,0.7,0.2,0,74.5,5838,2503,21.1,84.3,56.5,62,364,68,1,73,13,35,247,94,91,14,327
37,Joaquín Ardaiz\Joaquin-Ardaiz,uy URU,FW,Vancouver,1999,415,1,0,0,0.38,0.01,0.38,0.39,2.82,0.65,0,63.2,734,127,0,67.9,50,3,60,8,0,17,4,6,37,20,11,53,10
38,Luis Argudo\Luis-Argudo,us USA,FWMF,Columbus,1995,1065,1,0.25,0.08,0.16,0.13,0.16,0.29,1.61,0.51,0.17,82.9,6007,1431,26.7,87.7,73.1,36,409,18,3,68,11,15,319,52,56,61,328
39,Xavier Arreaga\Xavier-Arreaga,ec ECU,DF,Seattle,1994,1119,5,0,0,0.01,0,0.01,0.02,0.24,0,,90.9,12109,4151,33.3,95,86,32,564,20,0,75,16,0,457,64,63,142,415
40,Luis Arriaga\Luis-Arriaga,us USA,DFMF,Real Salt Lake,2001,5,0,0,0,0,0,0,0,0,0,,100,45,10,,100,,0,3,0,0,0,0,0,2,1,0,0,3
41,Paul Arriola\Paul-Arriola,us USA,FWMF,D.C. United,1995,2425,6,0.07,0.22,0.22,0.13,0.22,0.36,2.26,0.82,0.27,74.2,11948,3756,20.4,82.5,47.2,97,989,54,2,200,24,71,716,162,165,249,673
42,Artur\Artur,br BRA,MF,Columbus,1996,2450,4,0,0,0.02,0.02,0.02,0.03,0.51,0.07,0,85.3,27701,6523,20,89.8,79.5,123,1553,38,0,254,65,7,1197,171,223,191,1332
43,Carlos Ascues\Carlos-Ascues,pe PER,MFDF,Orlando City,1992,1111,2,0.08,0.08,0.11,0.08,0.11,0.18,0.81,0.32,0.25,79.3,5972,1525,41.7,83.5,69.6,30,418,7,0,87,7,3,300,49,76,48,336
44,Dairon Asprilla\Dairon-Asprilla,co COL,FWMF,Portland,1992,564,1,0,0.16,0.53,0.09,0.41,0.49,3.03,1.12,0.14,74,2367,502,12.5,81.6,57.6,16,166,11,0,39,8,12,112,36,29,13,140
45,Jeff Attinella\Jeff-Attinella,us USA,GK,Portland,1988,900,0,0,0,0,0,0,0,0,0,,64.8,7357,5102,,100,53.7,0,202,116,0,11,10,1,120,26,172,11,210
46,Francis Atuahene\Francis-Atuahene,gh GHA,FW,FC Dallas,1996,27,0,0,3.33,0.31,0,0.31,0.31,6.67,3.33,1,80,48,8,,100,0,1,5,0,0,3,0,0,3,0,2,0,4
47,Eduard Atuesta\Eduard-Atuesta,co COL,MF,Los Angeles FC,1997,2631,8,0.27,0.1,0.09,0.16,0.09,0.25,1.33,0.55,0.19,85.7,39278,12331,32.8,91.5,74.3,287,2267,145,16,383,66,31,1901,249,262,403,1954
48,Auro\Auro,br BRA,DF,Toronto FC,1996,1883,0,0.14,0,0.01,0.14,0.01,0.16,0.33,0.14,0,86,19897,7051,32.4,90.9,72.4,146,1149,232,1,231,24,38,912,253,216,77,1042
49,Micheal Azira\Micheal-Azira,ug UGA,MF,Chicago,1987,218,1,0,0,0.13,0.05,0.13,0.18,1.24,0.83,0,86.7,1378,506,100,86.6,86.7,9,82,1,0,15,2,1,58,11,14,12,61
50,Micheal Azira\Micheal-Azira,ug UGA,MF,Montreal,1987,1444,3,0.06,0,0.04,0.04,0.04,0.08,0.5,0.06,0,86.7,11260,2566,53.3,91.4,76.7,55,647,15,0,104,21,13,490,82,90,91,532
51,Dominique Badji\Dominique-Badji,sn SEN,FW,FC Dallas,1992,2029,6,0.13,0.27,0.34,0.1,0.34,0.44,1.91,0.84,0.32,79,5988,836,61.1,83.5,59.7,27,473,17,0,102,11,25,360,69,61,196,232
52,Theo Bair\Theo-Bair,ca CAN,FWMF,Vancouver,1999,822,1,0.22,0.22,0.19,0.07,0.19,0.26,1.42,0.77,0.29,66.7,2049,463,16.7,73.4,34.5,13,213,6,1,66,4,12,135,34,50,25,150
53,Corey Baird\Corey-Baird,us USA,FWMF,Real Salt Lake,1996,2098,6,0.13,0.21,0.16,0.09,0.16,0.25,1.29,0.47,0.45,79,8960,1894,18.5,82.8,73.8,51,660,29,2,135,8,18,505,128,56,84,556
54,Lass Bangoura\Lass-Bangoura,gn GUI,FW,Vancouver,1992,634,1,0.14,0.14,0.04,0.11,0.04,0.15,1.42,0.57,0.25,76.8,3221,921,58.3,80.7,64.4,25,248,6,3,59,7,13,184,40,30,26,212
55,Botond Baráth\Botond-Barath,hu HUN,DF,Sporting KC,1992,1748,6,0,0.05,0.05,0.01,0.05,0.07,0.41,0.1,0.5,89.5,20516,5911,62.5,94.9,82.1,39,973,24,0,109,30,0,778,83,136,100,822
56,Ezequiel Barco\Ezequiel-Barco,ar ARG,FWMF,Atlanta,1999,975,1,0.18,0.37,0.33,0.24,0.33,0.57,2.95,1.48,0.25,78.7,7030,2075,28.6,85.3,67.8,63,444,49,3,86,22,39,337,77,79,40,428
57,Tom Barlow\Tom-Barlow,us USA,FW,NY Red Bulls,1995,602,0,0,0.45,0.52,0.06,0.52,0.59,2.09,1.2,0.38,65.9,1092,243,25,70.8,62.5,11,119,7,0,51,0,2,60,41,25,12,71
58,Michael Barrios\Michael-Barrios,co COL,FW,FC Dallas,1991,2724,6,0.43,0.17,0.17,0.35,0.17,0.52,1.82,0.66,0.25,72,13001,3940,19.6,81.3,52.7,153,909,146,2,175,44,163,705,164,186,93,902
59,Cole Bassett\Cole-Bassett,us USA,MF,Colorado,2001,1059,1,0.08,0.17,0.16,0.07,0.16,0.23,1.1,0.59,0.29,79.3,7122,1574,23.1,86.2,61.6,43,483,34,1,82,19,32,346,97,74,84,377
60,Clement Bayiha\Clement-Bayiha,ca CAN,FWMF,Montreal,1999,473,0,0.19,0,0.02,0.1,0.02,0.12,0.57,0.19,0,78,2104,572,0,85.5,52.9,19,181,5,1,40,3,13,143,30,13,18,147
61,DaMarcus Beasley\DaMarcus-Beasley,us USA,DF,Houston,1982,1030,0,0.17,0,0.01,0.08,0.01,0.09,0.35,0.09,0,83.7,10143,3975,21.1,88.6,71.7,84,575,92,1,95,13,20,454,116,97,406,150
62,Kyle Beckerman\Kyle-Beckerman,us USA,MF,Real Salt Lake,1982,2127,9,0.17,0,0.02,0.02,0.02,0.04,0.68,0.17,0,85.2,23396,6077,38.9,90.7,76.6,97,1292,53,3,216,64,5,973,161,211,210,1069
63,Alejandro Bedoya\Alejandro-Bedoya,us USA,MF,Philadelphia,1987,2833,6,0.1,0.13,0.07,0.09,0.07,0.16,0.89,0.25,0.5,86.9,23705,6538,38.5,90.9,73.9,156,1597,67,3,238,31,41,1285,217,162,216,1295
64,Dan Bedoya\Dan-Bedoya,co COL,FW,NYCFC,1994,1,0,0,0,0,0,0,0,0,0,,,0,0,,,,0,0,0,0,0,0,0,0,0,0,0,0
65,Steven Beitashour\Steven-Beitashour,ir IRN,DF,Los Angeles FC,1987,1875,3,0.1,0.05,0.05,0.08,0.05,0.13,0.34,0.05,1,86.2,17858,5666,28.6,90.7,73.8,109,996,177,3,159,11,27,772,263,138,257,699
66,Joe Bendik\Joe-Bendik,us USA,GK,Columbus,1989,540,0,0,0,0,0,0,0,0,0,,70.2,3470,2143,100,100,53.3,0,103,65,0,13,4,0,87,14,67,106,35
67,Nicolas Benezet\Nicolas-Benezet,fr FRA,FWMF,Toronto FC,1991,438,2,0,0.41,0.45,0.04,0.45,0.49,2.88,0.82,0.5,78.3,3108,894,9.1,85.6,62.8,29,248,1,0,63,1,9,198,27,24,63,178
68,Leonardo Bertone\Leonardo-Bertone,ch SUI,MF,FC Cincinnati,1994,2056,9,0.04,0.04,0.04,0.07,0.04,0.11,1.27,0.18,0.25,78.1,19942,5796,25,85.2,68.4,134,1073,85,0,176,61,46,703,140,315,195,894
69,Matt Besler\Matt-Besler,us USA,DF,Sporting KC,1987,2112,4,0,0,0,0.02,0,0.02,0.09,0,,86.9,29369,10739,46.2,92.7,77.6,124,1482,43,1,202,47,1,1125,163,237,1157,269
70,Nick Besler\Nick-Besler,us USA,MF,Real Salt Lake,1993,734,4,0.12,0.12,0.11,0.08,0.11,0.19,0.37,0.25,0.5,81.1,5809,1692,55.6,87.9,67.9,39,346,8,1,55,13,3,251,33,70,24,295
71,Vincent Bezecourt\Vincent-Bezecourt,fr FRA,MF,NY Red Bulls,1993,449,0,0,0,0.07,0.08,0.07,0.15,2,0.6,0,58.9,1276,501,20,69.3,29.6,16,133,18,0,54,4,11,86,24,41,97,30
72,David Bingham\David-Bingham,us USA,GK,LA Galaxy,1989,2970,1,0,0,0,0,0,0,0,0,,66.1,26578,20039,66.7,99.6,56.3,2,596,432,0,52,34,0,362,55,611,55,740
73,Steve Birnbaum\Steve-Birnbaum,us USA,DF,D.C. United,1991,3031,5,0,0.03,0.06,0.01,0.06,0.07,0.83,0.21,0.14,82.4,23738,10171,35.7,88.5,70.8,112,1306,92,0,137,25,1,883,186,329,311,789
74,José Bizama\Jose-Bizama,cl CHI,DF,Houston,1994,354,1,0,0,0.02,0,0.02,0.02,0.51,0.25,0,75.3,2475,792,33.3,82.8,60.5,14,144,42,0,32,2,12,90,40,56,8,130
75,Tristan Blackmon\Tristan-Blackmon,us USA,DF,Los Angeles FC,1996,1378,3,0.26,0.07,0.05,0.1,0.05,0.14,0.59,0.13,0.5,89.2,16508,6586,41.7,93.1,80.6,91,925,75,1,115,14,5,766,153,81,197,707
76,Andre Blake\Andre-Blake,jm JAM,GK,Philadelphia,1990,2303,1,0,0,0,0,0,0,0,0,,69.6,16396,11342,100,99,57.9,0,487,218,0,42,11,0,307,36,362,43,500
77,Sebastián Blanco\Sebastian-Blanco,ar ARG,FWMF,Portland,1988,2507,8,0.36,0.22,0.23,0.33,0.23,0.57,3.81,1.11,0.19,70.5,26018,10159,14.6,78.6,60.4,327,1589,69,11,218,101,163,1010,277,371,518,1066
78,Latif Blessing\Latif-Blessing,gh GHA,MF,Los Angeles FC,1996,2691,7,0.1,0.2,0.2,0.2,0.2,0.4,1.3,0.3,0.67,84.4,21220,6092,30,88.2,77.9,158,1492,41,7,249,7,10,1243,202,88,145,1326
79,Johan Blomberg\Johan-Blomberg,se SWE,MFFW,Colorado,1987,88,2,0,0,0.07,0,0.07,0.07,2.05,0,,72.2,389,140,0,82.1,60,0,35,1,0,3,1,3,22,9,5,2,29
80,Emmanuel Boateng\Emmanuel-Boateng,gh GHA,FWMF,D.C. United,1994,54,0,0,0,0,0.07,0,0.07,0,0,,85,239,126,0,94.1,50,1,19,1,0,3,1,2,16,2,2,17,2
81,Emmanuel Boateng\Emmanuel-Boateng,gh GHA,FWMF,LA Galaxy,1994,887,1,0,0.1,0.18,0.2,0.18,0.37,1.22,0.51,0.2,72.8,3303,831,30,77.7,58.7,30,273,3,3,60,6,25,196,39,41,218,36
82,Corben Bone\Corben-Bone,us USA,MFFW,FC Cincinnati,1988,187,0,0,0,0,0.3,0,0.3,0,0,,88.1,1594,340,33.3,91,85,10,94,7,1,12,2,1,77,14,10,11,82
83,Alex Bono\Alex-Bono,us USA,GK,Toronto FC,1994,556,0,0,0,0,0,0,0,0,0,,66.5,3110,1907,,100,50,0,104,60,0,9,3,0,70,15,79,11,113
84,Jonathan Bornstein\Jonathan-Bornstein,us USA,DF,Chicago,1984,911,1,0,0,0.01,0.02,0.01,0.03,0.2,0,,79.5,6018,2477,44.4,85.9,56.5,64,364,84,0,64,9,12,239,96,113,280,54
85,Gustavo Bou\Gustavo-Bou,ar ARG,FWMF,New England,1990,1152,1,0.08,0.7,0.32,0.08,0.32,0.4,4.61,1.87,0.38,70.1,5492,1540,25,76.6,57.5,51,408,34,3,73,17,20,287,85,70,48,372
86,Michael Boxall\Michael-Boxall,nz NZL,DF,Minnesota,1988,2576,3,0,0.07,0.05,0.01,0.05,0.06,0.28,0.1,0.67,87.7,17706,5975,47.4,92.9,79.4,66,940,47,1,127,19,5,761,81,145,149,731
87,Terrence Boyd\Terrence-Boyd,us USA,FWMF,Toronto FC,1991,345,1,0,0,0.09,0,0.09,0.09,1.04,0.52,0,69.2,867,80,60,70.7,63.6,4,86,5,0,31,0,2,54,15,22,13,55
88,Michael Bradley\Michael-Bradley,us USA,MF,Toronto FC,1987,2373,4,0.04,0.11,0.09,0.04,0.09,0.14,0.83,0.19,0.6,87.9,37806,12374,50,93,77.1,220,1945,175,2,355,87,51,1559,219,342,315,1738
89,Zachary Brault-Guillard\Zachary-Brault-Guillard,ca CAN,DF,Montreal,1998,874,1,0.1,0,0.07,0.16,0.07,0.22,1.13,0.51,0,76.1,7425,2838,30.8,86.1,52.9,79,413,119,2,71,12,31,270,129,133,43,352
90,Bressan\Bressan,br BRA,DF,FC Dallas,1993,1120,1,0.08,0.08,0.02,0.04,0.02,0.06,0.48,0.32,0.25,83.5,13440,4842,25,90.2,75.5,55,666,78,0,72,37,13,516,94,134,73,580
91,Shaft Brewer\Shaft-Brewer,us USA,DF,Los Angeles FC,1999,90,0,0,0,0.02,0,0.02,0.02,1,0,,88.7,1217,396,0,91.2,91.7,4,58,13,0,12,2,2,48,17,6,4,56
92,Frédéric Brillant\Frederic-Brillant,fr FRA,DF,D.C. United,1985,2959,5,0.03,0.06,0.09,0.02,0.09,0.11,0.76,0.18,0.33,83.7,23357,9508,27.8,89.9,74.4,77,1193,99,2,158,30,1,904,157,231,91,1041
93,Brandt Bronico\Brandt-Bronico,us USA,MFDF,Chicago,1995,1866,2,0.1,0.05,0.03,0.09,0.03,0.12,0.72,0.24,0.2,80.1,13618,3864,44.4,87.2,61.6,100,854,87,0,112,23,27,608,161,172,130,682
94,Omar Browne\Omar-Browne,pa PAN,FWMF,Montreal,1994,564,1,0.16,0.32,0.21,0.18,0.21,0.39,2.55,0.64,0.5,68.3,3204,904,15.4,78.3,54.8,38,223,29,0,43,14,25,165,36,51,216,25
95,Will Bruin\Will-Bruin,us USA,FW,Seattle,1989,429,1,0.21,0.42,0.31,0.01,0.31,0.32,1.68,1.05,0.4,75.5,963,148,50,75.9,100,3,95,3,0,30,0,0,58,29,11,12,70
96,Tajon Buchanan\Tajon-Buchanan,ca CAN,MF,New England,1999,392,0,0.46,0,0.18,0.23,0.18,0.41,2.53,0.46,0,67.6,723,215,25,77.2,44.4,8,69,5,0,10,3,7,43,15,16,8,54
97,Rece Buckmaster\Rece-Buckmaster,us USA,DF,NY Red Bulls,1996,540,1,0,0,0.02,0.06,0.02,0.07,0.33,0,,79.6,3301,1640,33.3,87.4,54.3,45,215,65,0,51,4,5,157,47,76,24,176
98,Teal Bunbury\Teal-Bunbury,us USA,FWMF,New England,1990,2189,2,0.08,0.25,0.29,0.07,0.29,0.36,2.38,0.78,0.32,73.6,6637,1267,29.2,78.9,53.2,46,578,20,1,124,11,20,392,119,87,43,470
99,Cory Burke\Cory-Burke,jm JAM,FW,Philadelphia,1991,490,2,0,0.37,0.33,0.05,0.22,0.27,2.57,0.92,0.4,59.8,957,199,12.5,65.1,61.9,10,88,4,2,20,4,5,58,19,15,16,59
100,Evan Bush\Evan-Bush,us USA,GK,Montreal,1986,2880,3,0,0,0,0,0,0,0,0,,66.8,21317,13153,0,98.1,55.5,1,660,303,0,61,29,0,399,62,502,75,668
101,Gianluca Busio\Gianluca-Busio,us USA,MF,Sporting KC,2002,928,1,0.1,0.29,0.4,0.07,0.39,0.46,2.52,0.87,0.33,85.1,5808,916,33.3,89.9,74,29,373,23,0,88,10,15,291,57,48,36,336
102,Handwalla Bwana\Handwalla-Bwana,ae UAE,FW,Seattle,1997,572,1,0.16,0.16,0.12,0.22,0.12,0.34,1.42,0.63,0.25,67.1,2180,595,7.1,76.7,45.5,17,198,12,1,56,4,22,146,34,30,35,152
103,Brandon Bye\Brandon-Bye,us USA,DF,New England,1995,2655,6,0.07,0.07,0.05,0.09,0.05,0.14,0.71,0.2,0.33,69.4,16003,8893,21.2,79.4,46.7,227,1022,303,3,214,21,107,556,392,377,39,807
104,Víctor Cabrera\Victor-Cabrera,ar ARG,DF,Montreal,1993,1180,2,0,0,0.02,0,0.02,0.03,0.61,0.08,0,86.6,16715,5858,20,92.9,81.1,50,748,43,2,67,26,0,551,82,158,90,636
105,Luís Caicedo\Luis-Caicedo,co COL,MF,New England,1996,2354,5,0,-0.04,0.06,0.03,0.03,0.06,0.84,0.08,-0.5,82.2,15564,4858,43.8,85.1,76.6,98,923,48,1,123,19,5,645,139,187,116,735
106,Scott Caldwell\Scott-Caldwell,us USA,MF,New England,1991,1082,2,0,0,0,0.03,0,0.03,0.17,0.08,0,83.1,8776,2751,50,84.4,82.8,55,508,31,1,82,12,2,362,88,89,197,298
107,Alexander Callens\Alexander-Callens,pe PER,DF,NYCFC,1992,2160,3,0,0,0.04,0.01,0.04,0.04,0.67,0.04,0,86.5,24298,9427,37,93.5,74.8,61,1288,70,0,136,35,4,1045,108,205,1062,220
108,Eric Calvillo\Eric-Calvillo,us USA,MFDF,San Jose,1998,74,0,0,0,0,0,0,0,0,0,,78,564,74,0,89.7,60,1,38,3,0,3,1,2,28,6,7,8,29
109,Francisco Calvo\Francisco-Calvo,cr CRC,DF,Minnesota,1992,629,4,0,0.14,0.13,0.03,0.13,0.16,1.57,0.57,0.25,67.3,3963,2091,25,76.9,50,44,231,66,1,43,6,4,137,62,98,203,22
110,Francisco Calvo\Francisco-Calvo,cr CRC,DF,Chicago,1992,1936,4,0.05,0.14,0.14,0.06,0.14,0.19,1.35,0.28,0.5,81.5,23262,10153,48.3,91.7,69.3,103,1163,75,0,120,62,14,843,130,265,1044,116
111,Rudy Camacho\Rudy-Camacho,fr FRA,DF,Montreal,1991,1463,4,0,0.06,0.06,0.02,0.06,0.08,0.49,0.18,0.33,89,20213,6307,33.3,91.8,86,50,951,26,0,96,26,3,751,94,132,35,887
112,Jonathan Campbell\Jonathan-Campbell,us USA,DF,Seattle,1993,360,1,0,0,0,0,0,0,0,0,,87.4,3975,1374,0,93,81.7,11,195,3,0,42,11,0,152,20,26,61,130
113,Diego Campos\Diego-Campos,cr CRC,DF,Chicago,1995,440,1,0,0,0,0.07,0,0.07,0.61,0.2,0,71.8,2669,840,36.4,86.7,50,23,152,43,0,27,8,28,104,38,53,12,143
114,Reggie Cannon\Reggie-Cannon,us USA,DF,FC Dallas,1998,2268,7,0.04,0.04,0.02,0.06,0.02,0.09,0.48,0.08,0.5,83.9,18961,5897,25.8,89.8,67.4,120,1099,234,2,181,11,44,901,233,199,122,933
